time,rainfall_day_livneh_vic
1951-06-06 00:00:00+00:00,0.0
1951-06-07 00:00:00+00:00,0.00010171402
1951-06-08 00:00:00+00:00,0.0
1951-06-09 00:00:00+00:00,0.0
1951-06-10 00:00:00+00:00,0.0
1951-06-11 00:00:00+00:00,0.0
1951-06-12 00:00:00+00:00,0.0
1951-06-13 00:00:00+00:00,0.0
1951-06-14 00:00:00+00:00,0.0
1951-06-15 00:00:00+00:00,0.0
1951-06-16 00:00:00+00:00,0.0
1951-06-17 00:00:00+00:00,0.0
1951-06-18 00:00:00+00:00,0.0
1951-06-19 00:00:00+00:00,0.0
1951-06-20 00:00:00+00:00,0.0
1951-06-21 00:00:00+00:00,0.0
1951-06-22 00:00:00+00:00,0.0
1951-06-23 00:00:00+00:00,0.0
1951-06-24 00:00:00+00:00,0.0
1951-06-25 00:00:00+00:00,0.0
1951-06-26 00:00:00+00:00,0.0
1951-06-27 00:00:00+00:00,0.0
1951-06-28 00:00:00+00:00,0.0
1951-06-29 00:00:00+00:00,0.0
1951-06-30 00:00:00+00:00,0.0
1951-07-01 00:00:00+00:00,0.0
1951-07-02 00:00:00+00:00,0.0
1951-07-03 00:00:00+00:00,0.0
1951-07-04 00:00:00+00:00,0.0
1951-07-05 00:00:00+00:00,0.0
1951-07-06 00:00:00+00:00,0.0
1951-07-07 00:00:00+00:00,0.0
1951-07-08 00:00:00+00:00,0.0
1951-07-09 00:00:00+00:00,0.0
1951-07-10 00:00:00+00:00,0.0
1951-07-11 00:00:00+00:00,0.0
1951-07-12 00:00:00+00:00,0.0
1951-07-13 00:00:00+00:00,0.0
1951-07-14 00:00:00+00:00,0.0
1951-07-15 00:00:00+00:00,0.0056232093
1951-07-16 00:00:00+00:00,0.2090616
1951-07-17 00:00:00+00:00,0.33778656
1951-07-18 00:00:00+00:00,0.79905087
1951-07-19 00:00:00+00:00,1.2067693
1951-07-20 00:00:00+00:00,1.4761641
1951-07-21 00:00:00+00:00,0.0
1951-07-22 00:00:00+00:00,0.0
