time,swe_month_MIROC5_rcp45
2006-01-31 00:00:00+00:00,0.009664301
2006-02-28 00:00:00+00:00,0.015305589
2006-03-31 00:00:00+00:00,0.05563153
2006-04-30 00:00:00+00:00,0.0032564744
2006-05-31 00:00:00+00:00,9.800202e-07
2006-06-30 00:00:00+00:00,0.0
2006-07-31 00:00:00+00:00,0.0
2006-08-31 00:00:00+00:00,0.0
2006-09-30 00:00:00+00:00,0.0
2006-10-31 00:00:00+00:00,0.00014157788
2006-11-30 00:00:00+00:00,0.0012948557
2006-12-31 00:00:00+00:00,0.00091353717
2007-01-31 00:00:00+00:00,0.037331954
2007-02-28 00:00:00+00:00,0.00030311293
2007-03-31 00:00:00+00:00,0.018381948
2007-04-30 00:00:00+00:00,5.0807703e-06
2007-05-31 00:00:00+00:00,8.590819e-05
2007-06-30 00:00:00+00:00,7.105396e-08
2007-07-31 00:00:00+00:00,0.0
2007-08-31 00:00:00+00:00,0.0
2007-09-30 00:00:00+00:00,0.0
2007-10-31 00:00:00+00:00,4.1362366e-08
2007-11-30 00:00:00+00:00,3.6266818e-05
2007-12-31 00:00:00+00:00,5.0200605
2008-01-31 00:00:00+00:00,6.3252416
2008-02-29 00:00:00+00:00,5.1469026
2008-03-31 00:00:00+00:00,3.764448
2008-04-30 00:00:00+00:00,2.2182264
2008-05-31 00:00:00+00:00,0.7414028
2008-06-30 00:00:00+00:00,0.22061673
2008-07-31 00:00:00+00:00,0.03236753
2008-08-31 00:00:00+00:00,0.0
2008-09-30 00:00:00+00:00,0.0
2008-10-31 00:00:00+00:00,0.00027230594
2008-11-30 00:00:00+00:00,0.0064892373
2008-12-31 00:00:00+00:00,0.050465036
2009-01-31 00:00:00+00:00,0.027227383
2009-02-28 00:00:00+00:00,2.4786017
2009-03-31 00:00:00+00:00,3.131833
2009-04-30 00:00:00+00:00,2.902537
2009-05-31 00:00:00+00:00,0.7116832
2009-06-30 00:00:00+00:00,0.13776195
2009-07-31 00:00:00+00:00,0.00462059
2009-08-31 00:00:00+00:00,0.0
2009-09-30 00:00:00+00:00,0.0
2009-10-31 00:00:00+00:00,2.2672144e-09
2009-11-30 00:00:00+00:00,0.05555574
2009-12-31 00:00:00+00:00,0.14032662
2010-01-31 00:00:00+00:00,1.4701815
2010-02-28 00:00:00+00:00,3.2005682
2010-03-31 00:00:00+00:00,5.2895536
2010-04-30 00:00:00+00:00,2.8789928
2010-05-31 00:00:00+00:00,0.68365407
2010-06-30 00:00:00+00:00,0.13267536
2010-07-31 00:00:00+00:00,0.01667521
2010-08-31 00:00:00+00:00,0.0
2010-09-30 00:00:00+00:00,0.0
2010-10-31 00:00:00+00:00,0.00022259163
2010-11-30 00:00:00+00:00,0.00015491265
2010-12-31 00:00:00+00:00,0.1351844
2011-01-31 00:00:00+00:00,0.5464521
2011-02-28 00:00:00+00:00,0.80527073
2011-03-31 00:00:00+00:00,0.7581171
2011-04-30 00:00:00+00:00,0.4850699
2011-05-31 00:00:00+00:00,0.10861689
2011-06-30 00:00:00+00:00,0.010395554
2011-07-31 00:00:00+00:00,0.0
2011-08-31 00:00:00+00:00,0.0
2011-09-30 00:00:00+00:00,0.0
2011-10-31 00:00:00+00:00,1.2741417e-07
2011-11-30 00:00:00+00:00,0.011499096
2011-12-31 00:00:00+00:00,0.014773772
2012-01-31 00:00:00+00:00,0.03715499
2012-02-29 00:00:00+00:00,0.13859981
2012-03-31 00:00:00+00:00,0.009612133
2012-04-30 00:00:00+00:00,0.006262939
2012-05-31 00:00:00+00:00,0.004820607
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,2.8715153e-08
2012-11-30 00:00:00+00:00,0.034669958
2012-12-31 00:00:00+00:00,0.11093221
2013-01-31 00:00:00+00:00,0.062775634
2013-02-28 00:00:00+00:00,0.56581396
2013-03-31 00:00:00+00:00,0.858144
2013-04-30 00:00:00+00:00,0.2220086
2013-05-31 00:00:00+00:00,0.012237484
2013-06-30 00:00:00+00:00,7.013513e-05
2013-07-31 00:00:00+00:00,0.0
2013-08-31 00:00:00+00:00,0.0
2013-09-30 00:00:00+00:00,0.0
2013-10-31 00:00:00+00:00,0.0003843819
2013-11-30 00:00:00+00:00,0.4604865
2013-12-31 00:00:00+00:00,0.63614947
2014-01-31 00:00:00+00:00,0.89066976
2014-02-28 00:00:00+00:00,1.0068184
2014-03-31 00:00:00+00:00,0.9425514
2014-04-30 00:00:00+00:00,0.5431247
2014-05-31 00:00:00+00:00,0.21881467
2014-06-30 00:00:00+00:00,0.024441252
2014-07-31 00:00:00+00:00,0.0
2014-08-31 00:00:00+00:00,0.0
2014-09-30 00:00:00+00:00,0.0
2014-10-31 00:00:00+00:00,0.00088765455
2014-11-30 00:00:00+00:00,0.20409374
2014-12-31 00:00:00+00:00,0.689948
2015-01-31 00:00:00+00:00,1.7494851
2015-02-28 00:00:00+00:00,2.9379623
2015-03-31 00:00:00+00:00,3.3582702
2015-04-30 00:00:00+00:00,2.3840106
2015-05-31 00:00:00+00:00,1.1807935
2015-06-30 00:00:00+00:00,0.33664548
2015-07-31 00:00:00+00:00,0.042245377
2015-08-31 00:00:00+00:00,0.0
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,0.019490035
2015-11-30 00:00:00+00:00,0.45416388
2015-12-31 00:00:00+00:00,1.2558067
2016-01-31 00:00:00+00:00,2.7253304
2016-02-29 00:00:00+00:00,4.246223
2016-03-31 00:00:00+00:00,5.632505
2016-04-30 00:00:00+00:00,3.9609802
2016-05-31 00:00:00+00:00,0.92049444
2016-06-30 00:00:00+00:00,0.20885126
2016-07-31 00:00:00+00:00,0.028445028
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.023338797
2016-12-31 00:00:00+00:00,0.04178589
2017-01-31 00:00:00+00:00,0.0014368825
2017-02-28 00:00:00+00:00,0.22484021
2017-03-31 00:00:00+00:00,0.19797848
2017-04-30 00:00:00+00:00,0.032025855
2017-05-31 00:00:00+00:00,0.00025241743
2017-06-30 00:00:00+00:00,1.3090937e-07
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,1.9008256e-07
2017-11-30 00:00:00+00:00,0.06326565
2017-12-31 00:00:00+00:00,0.22550473
2018-01-31 00:00:00+00:00,0.14453603
2018-02-28 00:00:00+00:00,0.0755004
2018-03-31 00:00:00+00:00,0.020343162
2018-04-30 00:00:00+00:00,0.030253258
2018-05-31 00:00:00+00:00,0.0014834425
2018-06-30 00:00:00+00:00,0.0
2018-07-31 00:00:00+00:00,0.0
2018-08-31 00:00:00+00:00,0.0
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,0.0
2018-11-30 00:00:00+00:00,0.26634073
2018-12-31 00:00:00+00:00,0.26861677
2019-01-31 00:00:00+00:00,0.0687926
2019-02-28 00:00:00+00:00,0.33061415
2019-03-31 00:00:00+00:00,0.15506254
2019-04-30 00:00:00+00:00,0.11719756
2019-05-31 00:00:00+00:00,0.034344412
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
