time,swe_month_CNRM-CM5_rcp45
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,2.7369508e-06
2017-11-30 00:00:00+00:00,0.12084872
2017-12-31 00:00:00+00:00,1.4187692
2018-01-31 00:00:00+00:00,7.4256463
2018-02-28 00:00:00+00:00,8.062154
2018-03-31 00:00:00+00:00,11.858248
2018-04-30 00:00:00+00:00,9.493348
2018-05-31 00:00:00+00:00,3.7606711
2018-06-30 00:00:00+00:00,0.95211947
2018-07-31 00:00:00+00:00,0.23680104
2018-08-31 00:00:00+00:00,0.018287914
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,0.00016509189
2018-11-30 00:00:00+00:00,0.06644661
2018-12-31 00:00:00+00:00,0.4280786
2019-01-31 00:00:00+00:00,0.3163531
2019-02-28 00:00:00+00:00,0.31476963
2019-03-31 00:00:00+00:00,0.16814877
2019-04-30 00:00:00+00:00,0.11920293
2019-05-31 00:00:00+00:00,0.058892515
2019-06-30 00:00:00+00:00,0.0044081723
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.005419589
2019-12-31 00:00:00+00:00,0.04615811
2020-01-31 00:00:00+00:00,1.0592023
2020-02-29 00:00:00+00:00,3.8963165
2020-03-31 00:00:00+00:00,4.743943
2020-04-30 00:00:00+00:00,2.0681558
2020-05-31 00:00:00+00:00,0.81341946
2020-06-30 00:00:00+00:00,0.15553334
2020-07-31 00:00:00+00:00,0.009392737
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,2.801622e-08
2020-12-31 00:00:00+00:00,0.037572328
2021-01-31 00:00:00+00:00,0.97523224
2021-02-28 00:00:00+00:00,4.6192946
2021-03-31 00:00:00+00:00,2.892896
2021-04-30 00:00:00+00:00,1.3070678
2021-05-31 00:00:00+00:00,0.19261657
2021-06-30 00:00:00+00:00,0.0053866655
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.02355138
2022-01-31 00:00:00+00:00,2.5961804
2022-02-28 00:00:00+00:00,1.4508297
2022-03-31 00:00:00+00:00,1.1243751
2022-04-30 00:00:00+00:00,0.2041728
2022-05-31 00:00:00+00:00,0.046376564
2022-06-30 00:00:00+00:00,0.0022265054
2022-07-31 00:00:00+00:00,0.0
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,8.304664e-08
2022-11-30 00:00:00+00:00,1.0619816
2022-12-31 00:00:00+00:00,1.0461309
2023-01-31 00:00:00+00:00,0.85250103
2023-02-28 00:00:00+00:00,1.3463045
2023-03-31 00:00:00+00:00,2.1299033
2023-04-30 00:00:00+00:00,0.88989496
2023-05-31 00:00:00+00:00,0.25776738
2023-06-30 00:00:00+00:00,0.035829518
2023-07-31 00:00:00+00:00,2.2402397e-05
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.14364986
2023-12-31 00:00:00+00:00,1.2794327
2024-01-31 00:00:00+00:00,2.7969887
2024-02-29 00:00:00+00:00,3.6332343
2024-03-31 00:00:00+00:00,4.173229
2024-04-30 00:00:00+00:00,2.4380164
2024-05-31 00:00:00+00:00,0.9735515
2024-06-30 00:00:00+00:00,0.24397142
2024-07-31 00:00:00+00:00,0.028673856
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.26387662
2024-12-31 00:00:00+00:00,0.22012848
2025-01-31 00:00:00+00:00,0.23516762
2025-02-28 00:00:00+00:00,5.2824597
2025-03-31 00:00:00+00:00,6.6702695
2025-04-30 00:00:00+00:00,1.8645144
2025-05-31 00:00:00+00:00,0.80755347
2025-06-30 00:00:00+00:00,0.22608034
2025-07-31 00:00:00+00:00,0.02133373
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.4928013
2025-12-31 00:00:00+00:00,0.6257236
2026-01-31 00:00:00+00:00,0.7428696
2026-02-28 00:00:00+00:00,0.9881884
2026-03-31 00:00:00+00:00,1.2496387
2026-04-30 00:00:00+00:00,0.8444319
2026-05-31 00:00:00+00:00,0.2926388
2026-06-30 00:00:00+00:00,0.041368045
2026-07-31 00:00:00+00:00,0.00014193205
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
2026-10-31 00:00:00+00:00,0.0
2026-11-30 00:00:00+00:00,0.11299471
2026-12-31 00:00:00+00:00,0.871116
2027-01-31 00:00:00+00:00,1.4897356
2027-02-28 00:00:00+00:00,4.3688326
2027-03-31 00:00:00+00:00,2.675397
2027-04-30 00:00:00+00:00,2.7015238
2027-05-31 00:00:00+00:00,1.8105391
2027-06-30 00:00:00+00:00,0.34140822
2027-07-31 00:00:00+00:00,0.032325957
2027-08-31 00:00:00+00:00,0.0
2027-09-30 00:00:00+00:00,0.0
2027-10-31 00:00:00+00:00,0.00021433091
2027-11-30 00:00:00+00:00,3.120322e-06
2027-12-31 00:00:00+00:00,1.413098
2028-01-31 00:00:00+00:00,1.781499
2028-02-29 00:00:00+00:00,3.355253
2028-03-31 00:00:00+00:00,1.5897052
2028-04-30 00:00:00+00:00,0.30870834
2028-05-31 00:00:00+00:00,0.1347167
2028-06-30 00:00:00+00:00,0.01035941
2028-07-31 00:00:00+00:00,0.0
2028-08-31 00:00:00+00:00,0.0
2028-09-30 00:00:00+00:00,0.0
2028-10-31 00:00:00+00:00,0.0006309931
2028-11-30 00:00:00+00:00,0.0005912579
2028-12-31 00:00:00+00:00,0.0011411791
2029-01-31 00:00:00+00:00,0.12242456
2029-02-28 00:00:00+00:00,1.1283482
2029-03-31 00:00:00+00:00,0.33632195
2029-04-30 00:00:00+00:00,0.044766217
2029-05-31 00:00:00+00:00,0.0027630648
2029-06-30 00:00:00+00:00,5.892406e-06
2029-07-31 00:00:00+00:00,0.0
2029-08-31 00:00:00+00:00,0.0
2029-09-30 00:00:00+00:00,0.00011273008
2029-10-31 00:00:00+00:00,0.0
2029-11-30 00:00:00+00:00,0.0017675165
2029-12-31 00:00:00+00:00,0.13340831
2030-01-31 00:00:00+00:00,0.22526406
2030-02-28 00:00:00+00:00,0.32215205
2030-03-31 00:00:00+00:00,0.95102954
2030-04-30 00:00:00+00:00,0.29730335
2030-05-31 00:00:00+00:00,0.04072511
2030-06-30 00:00:00+00:00,0.00014175782
2030-07-31 00:00:00+00:00,0.0
2030-08-31 00:00:00+00:00,0.0
2030-09-30 00:00:00+00:00,0.0
2030-10-31 00:00:00+00:00,0.0023589195
2030-11-30 00:00:00+00:00,0.070260376
2030-12-31 00:00:00+00:00,0.19254729
2031-01-31 00:00:00+00:00,0.6756981
2031-02-28 00:00:00+00:00,1.5101686
2031-03-31 00:00:00+00:00,1.1016912
2031-04-30 00:00:00+00:00,1.0776513
2031-05-31 00:00:00+00:00,0.30465102
2031-06-30 00:00:00+00:00,0.039656356
2031-07-31 00:00:00+00:00,0.0006562248
2031-08-31 00:00:00+00:00,0.0
2031-09-30 00:00:00+00:00,0.0
2031-10-31 00:00:00+00:00,0.0
2031-11-30 00:00:00+00:00,0.032717012
2031-12-31 00:00:00+00:00,0.08454043
2032-01-31 00:00:00+00:00,0.3438481
2032-02-29 00:00:00+00:00,5.9401183
2032-03-31 00:00:00+00:00,5.243659
2032-04-30 00:00:00+00:00,5.489458
2032-05-31 00:00:00+00:00,1.8746191
2032-06-30 00:00:00+00:00,0.3104245
2032-07-31 00:00:00+00:00,0.04095439
2032-08-31 00:00:00+00:00,0.0
2032-09-30 00:00:00+00:00,0.0
2032-10-31 00:00:00+00:00,0.0
2032-11-30 00:00:00+00:00,0.08540897
2032-12-31 00:00:00+00:00,0.7059706
2033-01-31 00:00:00+00:00,0.5351798
2033-02-28 00:00:00+00:00,0.9717009
2033-03-31 00:00:00+00:00,1.0378184
2033-04-30 00:00:00+00:00,0.3616463
2033-05-31 00:00:00+00:00,0.0478724
2033-06-30 00:00:00+00:00,0.0006467577
2033-07-31 00:00:00+00:00,0.0
2033-08-31 00:00:00+00:00,0.0
2033-09-30 00:00:00+00:00,0.0
2033-10-31 00:00:00+00:00,0.0
2033-11-30 00:00:00+00:00,0.16683653
2033-12-31 00:00:00+00:00,0.21350314
2034-01-31 00:00:00+00:00,1.7468302
2034-02-28 00:00:00+00:00,1.7701743
2034-03-31 00:00:00+00:00,0.93093354
2034-04-30 00:00:00+00:00,0.5634003
2034-05-31 00:00:00+00:00,0.15043297
2034-06-30 00:00:00+00:00,0.03681439
2034-07-31 00:00:00+00:00,7.9782294e-05
2034-08-31 00:00:00+00:00,0.0
2034-09-30 00:00:00+00:00,0.0
2034-10-31 00:00:00+00:00,0.0
2034-11-30 00:00:00+00:00,0.10522966
2034-12-31 00:00:00+00:00,0.41362217
2035-01-31 00:00:00+00:00,4.717676
2035-02-28 00:00:00+00:00,8.105633
2035-03-31 00:00:00+00:00,7.359138
2035-04-30 00:00:00+00:00,1.6525714
2035-05-31 00:00:00+00:00,0.6158907
2035-06-30 00:00:00+00:00,0.15127535
2035-07-31 00:00:00+00:00,0.009874674
2035-08-31 00:00:00+00:00,0.0
2035-09-30 00:00:00+00:00,0.0
2035-10-31 00:00:00+00:00,0.00023683468
2035-11-30 00:00:00+00:00,0.089505725
2035-12-31 00:00:00+00:00,0.61694396
2036-01-31 00:00:00+00:00,5.1968055
2036-02-29 00:00:00+00:00,4.1053295
2036-03-31 00:00:00+00:00,4.104186
2036-04-30 00:00:00+00:00,1.4141625
2036-05-31 00:00:00+00:00,0.54940194
2036-06-30 00:00:00+00:00,0.07936183
2036-07-31 00:00:00+00:00,0.0015336494
2036-08-31 00:00:00+00:00,0.0
2036-09-30 00:00:00+00:00,0.0
2036-10-31 00:00:00+00:00,0.005605742
2036-11-30 00:00:00+00:00,0.028292224
2036-12-31 00:00:00+00:00,0.6119142
2037-01-31 00:00:00+00:00,3.9058278
2037-02-28 00:00:00+00:00,4.774109
2037-03-31 00:00:00+00:00,7.176804
2037-04-30 00:00:00+00:00,3.9660804
2037-05-31 00:00:00+00:00,1.4407662
2037-06-30 00:00:00+00:00,0.2629769
2037-07-31 00:00:00+00:00,0.017639842
2037-08-31 00:00:00+00:00,0.0
2037-09-30 00:00:00+00:00,0.0
2037-10-31 00:00:00+00:00,0.0
2037-11-30 00:00:00+00:00,0.040060785
2037-12-31 00:00:00+00:00,0.33136597
2038-01-31 00:00:00+00:00,0.95269555
2038-02-28 00:00:00+00:00,1.6345525
2038-03-31 00:00:00+00:00,0.89145756
2038-04-30 00:00:00+00:00,0.53541905
2038-05-31 00:00:00+00:00,0.21491058
2038-06-30 00:00:00+00:00,0.045565937
2038-07-31 00:00:00+00:00,0.0
2038-08-31 00:00:00+00:00,0.0
2038-09-30 00:00:00+00:00,0.0
2038-10-31 00:00:00+00:00,0.06388403
2038-11-30 00:00:00+00:00,0.138531
2038-12-31 00:00:00+00:00,0.4060667
2039-01-31 00:00:00+00:00,1.1290002
2039-02-28 00:00:00+00:00,4.428005
2039-03-31 00:00:00+00:00,4.3954606
2039-04-30 00:00:00+00:00,2.2819693
2039-05-31 00:00:00+00:00,0.64479625
2039-06-30 00:00:00+00:00,0.07795448
2039-07-31 00:00:00+00:00,0.0022980364
2039-08-31 00:00:00+00:00,0.0
2039-09-30 00:00:00+00:00,0.0
2039-10-31 00:00:00+00:00,0.00783733
2039-11-30 00:00:00+00:00,0.009067509
2039-12-31 00:00:00+00:00,0.25309354
2040-01-31 00:00:00+00:00,0.108457364
2040-02-29 00:00:00+00:00,0.16942032
2040-03-31 00:00:00+00:00,0.15373406
2040-04-30 00:00:00+00:00,0.030550845
2040-05-31 00:00:00+00:00,0.0015158475
2040-06-30 00:00:00+00:00,0.0
2040-07-31 00:00:00+00:00,0.0
2040-08-31 00:00:00+00:00,0.0
2040-09-30 00:00:00+00:00,0.0
2040-10-31 00:00:00+00:00,4.159142e-09
2040-11-30 00:00:00+00:00,0.19364709
2040-12-31 00:00:00+00:00,1.2017283
2041-01-31 00:00:00+00:00,4.2888823
2041-02-28 00:00:00+00:00,3.4922805
2041-03-31 00:00:00+00:00,5.513774
2041-04-30 00:00:00+00:00,1.9060007
2041-05-31 00:00:00+00:00,0.90912664
2041-06-30 00:00:00+00:00,0.22941926
2041-07-31 00:00:00+00:00,0.02017006
2041-08-31 00:00:00+00:00,0.0
2041-09-30 00:00:00+00:00,0.0
2041-10-31 00:00:00+00:00,0.00024886196
2041-11-30 00:00:00+00:00,0.012439979
2041-12-31 00:00:00+00:00,0.013280354
2042-01-31 00:00:00+00:00,0.16841431
2042-02-28 00:00:00+00:00,0.5056252
2042-03-31 00:00:00+00:00,1.0546061
2042-04-30 00:00:00+00:00,0.08002384
2042-05-31 00:00:00+00:00,0.03972848
2042-06-30 00:00:00+00:00,0.0
2042-07-31 00:00:00+00:00,0.0
2042-08-31 00:00:00+00:00,0.0
2042-09-30 00:00:00+00:00,0.0
2042-10-31 00:00:00+00:00,0.0033096815
2042-11-30 00:00:00+00:00,0.0051733274
2042-12-31 00:00:00+00:00,0.82976866
2043-01-31 00:00:00+00:00,3.3291743
2043-02-28 00:00:00+00:00,3.0043721
2043-03-31 00:00:00+00:00,2.182608
2043-04-30 00:00:00+00:00,1.0212607
2043-05-31 00:00:00+00:00,0.22877902
2043-06-30 00:00:00+00:00,0.019230885
2043-07-31 00:00:00+00:00,0.0
2043-08-31 00:00:00+00:00,0.0
2043-09-30 00:00:00+00:00,0.0
2043-10-31 00:00:00+00:00,0.00020262664
2043-11-30 00:00:00+00:00,0.010345521
2043-12-31 00:00:00+00:00,0.019417854
2044-01-31 00:00:00+00:00,1.5544157
2044-02-29 00:00:00+00:00,7.2117705
2044-03-31 00:00:00+00:00,6.9149714
2044-04-30 00:00:00+00:00,5.988593
2044-05-31 00:00:00+00:00,2.5228353
2044-06-30 00:00:00+00:00,0.6551442
2044-07-31 00:00:00+00:00,0.10069067
2044-08-31 00:00:00+00:00,0.002335983
2044-09-30 00:00:00+00:00,0.0
2044-10-31 00:00:00+00:00,0.0
2044-11-30 00:00:00+00:00,0.4752761
2044-12-31 00:00:00+00:00,2.3306744
2045-01-31 00:00:00+00:00,10.142576
2045-02-28 00:00:00+00:00,10.208855
2045-03-31 00:00:00+00:00,6.2608466
2045-04-30 00:00:00+00:00,3.3407407
2045-05-31 00:00:00+00:00,1.7647357
2045-06-30 00:00:00+00:00,0.5317314
2045-07-31 00:00:00+00:00,0.101297855
2045-08-31 00:00:00+00:00,0.0026588358
2045-09-30 00:00:00+00:00,0.0
2045-10-31 00:00:00+00:00,1.7117743e-05
2045-11-30 00:00:00+00:00,0.025493158
2045-12-31 00:00:00+00:00,0.40959653
2046-01-31 00:00:00+00:00,0.97659695
2046-02-28 00:00:00+00:00,0.93599373
2046-03-31 00:00:00+00:00,0.8593257
2046-04-30 00:00:00+00:00,0.26963502
2046-05-31 00:00:00+00:00,0.07296885
2046-06-30 00:00:00+00:00,0.018990492
2046-07-31 00:00:00+00:00,0.0
2046-08-31 00:00:00+00:00,0.0
2046-09-30 00:00:00+00:00,0.0
2046-10-31 00:00:00+00:00,0.0
2046-11-30 00:00:00+00:00,0.07136397
2046-12-31 00:00:00+00:00,0.22569692
2047-01-31 00:00:00+00:00,0.98210245
2047-02-28 00:00:00+00:00,5.006742
2047-03-31 00:00:00+00:00,3.0113935
2047-04-30 00:00:00+00:00,1.3268743
2047-05-31 00:00:00+00:00,0.5890402
2047-06-30 00:00:00+00:00,0.13117905
2047-07-31 00:00:00+00:00,0.015116559
2047-08-31 00:00:00+00:00,0.0
2047-09-30 00:00:00+00:00,0.0
2047-10-31 00:00:00+00:00,0.0
2047-11-30 00:00:00+00:00,0.0021011573
2047-12-31 00:00:00+00:00,0.44725502
2048-01-31 00:00:00+00:00,0.33152086
2048-02-29 00:00:00+00:00,0.19864702
2048-03-31 00:00:00+00:00,0.86187196
2048-04-30 00:00:00+00:00,0.11496969
2048-05-31 00:00:00+00:00,0.045434084
2048-06-30 00:00:00+00:00,0.0
2048-07-31 00:00:00+00:00,0.0
2048-08-31 00:00:00+00:00,0.0
2048-09-30 00:00:00+00:00,2.0299276e-05
2048-10-31 00:00:00+00:00,0.0002593909
2048-11-30 00:00:00+00:00,0.00024879596
2048-12-31 00:00:00+00:00,0.75710833
2049-01-31 00:00:00+00:00,0.89152294
2049-02-28 00:00:00+00:00,5.118028
2049-03-31 00:00:00+00:00,3.941982
2049-04-30 00:00:00+00:00,2.3370516
2049-05-31 00:00:00+00:00,0.8406458
2049-06-30 00:00:00+00:00,0.23658589
2049-07-31 00:00:00+00:00,0.033057146
2049-08-31 00:00:00+00:00,0.0
2049-09-30 00:00:00+00:00,0.0
2049-10-31 00:00:00+00:00,6.294419e-07
2049-11-30 00:00:00+00:00,0.00327017
2049-12-31 00:00:00+00:00,0.03648651
2050-01-31 00:00:00+00:00,0.85292363
2050-02-28 00:00:00+00:00,4.923824
2050-03-31 00:00:00+00:00,3.884989
2050-04-30 00:00:00+00:00,0.8430647
2050-05-31 00:00:00+00:00,0.31317586
2050-06-30 00:00:00+00:00,0.05163168
2050-07-31 00:00:00+00:00,0.0
2050-08-31 00:00:00+00:00,0.0
2050-09-30 00:00:00+00:00,0.0
2050-10-31 00:00:00+00:00,0.0027362187
2050-11-30 00:00:00+00:00,0.06940707
2050-12-31 00:00:00+00:00,1.6796743
2051-01-31 00:00:00+00:00,2.7273219
2051-02-28 00:00:00+00:00,2.528838
2051-03-31 00:00:00+00:00,5.0068774
2051-04-30 00:00:00+00:00,1.5136094
2051-05-31 00:00:00+00:00,0.69152457
2051-06-30 00:00:00+00:00,0.11568675
2051-07-31 00:00:00+00:00,0.004691619
2051-08-31 00:00:00+00:00,0.0
2051-09-30 00:00:00+00:00,0.0
2051-10-31 00:00:00+00:00,0.0027951465
2051-11-30 00:00:00+00:00,0.032635763
2051-12-31 00:00:00+00:00,0.2509492
2052-01-31 00:00:00+00:00,0.115084484
2052-02-29 00:00:00+00:00,0.03373233
2052-03-31 00:00:00+00:00,0.558183
2052-04-30 00:00:00+00:00,0.014702633
2052-05-31 00:00:00+00:00,0.0012381386
2052-06-30 00:00:00+00:00,1.3707265e-06
2052-07-31 00:00:00+00:00,0.0
2052-08-31 00:00:00+00:00,0.0
2052-09-30 00:00:00+00:00,0.0
2052-10-31 00:00:00+00:00,0.0060463976
2052-11-30 00:00:00+00:00,0.0002211484
2052-12-31 00:00:00+00:00,0.033452794
2053-01-31 00:00:00+00:00,1.6651163
2053-02-28 00:00:00+00:00,2.2089493
2053-03-31 00:00:00+00:00,1.24479
2053-04-30 00:00:00+00:00,0.7465206
2053-05-31 00:00:00+00:00,0.1527231
2053-06-30 00:00:00+00:00,0.007988915
2053-07-31 00:00:00+00:00,0.0
2053-08-31 00:00:00+00:00,0.0
2053-09-30 00:00:00+00:00,0.0
2053-10-31 00:00:00+00:00,9.2177567e-07
2053-11-30 00:00:00+00:00,0.00015878004
2053-12-31 00:00:00+00:00,0.046757046
2054-01-31 00:00:00+00:00,0.6174067
2054-02-28 00:00:00+00:00,1.7672895
2054-03-31 00:00:00+00:00,2.0060165
2054-04-30 00:00:00+00:00,0.96292776
2054-05-31 00:00:00+00:00,0.44143483
2054-06-30 00:00:00+00:00,0.078200795
2054-07-31 00:00:00+00:00,0.003811703
2054-08-31 00:00:00+00:00,0.0
2054-09-30 00:00:00+00:00,0.0
2054-10-31 00:00:00+00:00,0.012932389
2054-11-30 00:00:00+00:00,0.053918533
2054-12-31 00:00:00+00:00,0.4475635
2055-01-31 00:00:00+00:00,1.8731877
2055-02-28 00:00:00+00:00,3.0565343
2055-03-31 00:00:00+00:00,4.6712656
2055-04-30 00:00:00+00:00,1.0995111
2055-05-31 00:00:00+00:00,0.22561042
2055-06-30 00:00:00+00:00,0.041058462
2055-07-31 00:00:00+00:00,0.0005495801
2055-08-31 00:00:00+00:00,0.0
2055-09-30 00:00:00+00:00,0.0
2055-10-31 00:00:00+00:00,0.0022405104
2055-11-30 00:00:00+00:00,0.00011640177
2055-12-31 00:00:00+00:00,0.16562499
2056-01-31 00:00:00+00:00,3.4146357
2056-02-29 00:00:00+00:00,2.4506783
2056-03-31 00:00:00+00:00,2.966899
2056-04-30 00:00:00+00:00,1.3818564
2056-05-31 00:00:00+00:00,0.39223403
2056-06-30 00:00:00+00:00,0.107512064
2056-07-31 00:00:00+00:00,0.0039316514
2056-08-31 00:00:00+00:00,0.0
2056-09-30 00:00:00+00:00,0.0
2056-10-31 00:00:00+00:00,1.5873676e-06
2056-11-30 00:00:00+00:00,0.11022425
2056-12-31 00:00:00+00:00,0.15548027
2057-01-31 00:00:00+00:00,0.6383879
2057-02-28 00:00:00+00:00,1.1672273
2057-03-31 00:00:00+00:00,0.22591214
2057-04-30 00:00:00+00:00,0.057411302
